2026-05-10 01:05:59 WAT LOG:  début du checkpoint : time
2026-05-12 16:22:45 WAT LOG:  début du checkpoint : time
2026-05-12 16:22:47 WAT LOG:  checkpoint complete: wrote 22 buffers (0.1%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=2.406 s, sync=0.008 s, total=2.425 s; sync files=13, longest=0.003 s, average=0.001 s; distance=122 kB, estimate=369 kB; lsn=0/A3814C0, redo lsn=0/A3705E8
2026-05-12 16:27:45 WAT LOG:  début du checkpoint : time
2026-05-12 16:27:47 WAT LOG:  checkpoint complete: wrote 18 buffers (0.1%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=1.955 s, sync=0.059 s, total=2.038 s; sync files=13, longest=0.022 s, average=0.005 s; distance=99 kB, estimate=342 kB; lsn=0/A389618, redo lsn=0/A3895C0
2026-05-12 16:32:45 WAT LOG:  début du checkpoint : time
2026-05-12 16:32:47 WAT LOG:  checkpoint complete: wrote 17 buffers (0.1%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=1.853 s, sync=0.008 s, total=1.868 s; sync files=13, longest=0.003 s, average=0.001 s; distance=101 kB, estimate=318 kB; lsn=0/A3A2B00, redo lsn=0/A3A2AA8
2026-05-12 16:37:45 WAT LOG:  début du checkpoint : time
2026-05-12 16:37:53 WAT LOG:  checkpoint complete: wrote 76 buffers (0.5%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=8.314 s, sync=0.019 s, total=8.342 s; sync files=51, longest=0.001 s, average=0.001 s; distance=406 kB, estimate=406 kB; lsn=0/A4086D0, redo lsn=0/A408640
2026-05-12 16:42:45 WAT LOG:  début du checkpoint : time
2026-05-12 16:42:47 WAT LOG:  checkpoint complete: wrote 15 buffers (0.1%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=1.640 s, sync=0.006 s, total=1.658 s; sync files=13, longest=0.002 s, average=0.001 s; distance=85 kB, estimate=374 kB; lsn=0/A41DBF0, redo lsn=0/A41DB60
2026-05-12 16:57:45 WAT LOG:  début du checkpoint : time
2026-05-12 16:57:52 WAT LOG:  checkpoint complete: wrote 62 buffers (0.4%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=6.735 s, sync=0.018 s, total=6.759 s; sync files=47, longest=0.003 s, average=0.001 s; distance=288 kB, estimate=366 kB; lsn=0/A465CB0, redo lsn=0/A465C20
2026-05-12 17:02:45 WAT LOG:  début du checkpoint : time
2026-05-12 17:02:49 WAT LOG:  checkpoint complete: wrote 35 buffers (0.2%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=3.809 s, sync=0.010 s, total=3.825 s; sync files=21, longest=0.003 s, average=0.001 s; distance=171 kB, estimate=346 kB; lsn=0/A490C38, redo lsn=0/A490BE0
2026-05-12 17:07:45 WAT LOG:  début du checkpoint : time
2026-05-12 17:07:47 WAT LOG:  checkpoint complete: wrote 24 buffers (0.1%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=2.626 s, sync=0.010 s, total=2.644 s; sync files=14, longest=0.003 s, average=0.001 s; distance=131 kB, estimate=325 kB; lsn=0/A4B1A08, redo lsn=0/A4B19B0
2026-05-12 17:12:45 WAT LOG:  début du checkpoint : time
2026-05-12 17:12:51 WAT LOG:  checkpoint complete: wrote 53 buffers (0.3%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=5.777 s, sync=0.013 s, total=5.797 s; sync files=25, longest=0.003 s, average=0.001 s; distance=307 kB, estimate=323 kB; lsn=0/A4FE8E0, redo lsn=0/A4FE888
2026-05-12 17:17:45 WAT LOG:  début du checkpoint : time
2026-05-12 17:17:47 WAT LOG:  checkpoint complete: wrote 18 buffers (0.1%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=1.963 s, sync=0.008 s, total=1.978 s; sync files=13, longest=0.003 s, average=0.001 s; distance=90 kB, estimate=300 kB; lsn=0/A5151F0, redo lsn=0/A515198
2026-05-12 17:22:45 WAT LOG:  début du checkpoint : time
2026-05-12 17:22:49 WAT LOG:  checkpoint complete: wrote 39 buffers (0.2%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=4.246 s, sync=0.009 s, total=4.263 s; sync files=18, longest=0.003 s, average=0.001 s; distance=235 kB, estimate=293 kB; lsn=0/A54FE58, redo lsn=0/A54FDC8
2026-05-12 17:32:45 WAT LOG:  début du checkpoint : time
2026-05-12 17:32:53 WAT LOG:  checkpoint complete: wrote 66 buffers (0.4%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=7.195 s, sync=0.018 s, total=7.219 s; sync files=47, longest=0.003 s, average=0.001 s; distance=321 kB, estimate=321 kB; lsn=0/A5A0618, redo lsn=0/A5A05C0
2026-05-12 17:37:45 WAT LOG:  début du checkpoint : time
2026-05-12 17:37:46 WAT LOG:  checkpoint complete: wrote 16 buffers (0.1%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=1.735 s, sync=0.008 s, total=1.750 s; sync files=13, longest=0.003 s, average=0.001 s; distance=97 kB, estimate=299 kB; lsn=0/A5B8D20, redo lsn=0/A5B8CC8
2026-05-12 17:42:45 WAT LOG:  début du checkpoint : time
2026-05-12 17:42:47 WAT LOG:  checkpoint complete: wrote 16 buffers (0.1%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=1.753 s, sync=0.061 s, total=1.840 s; sync files=13, longest=0.041 s, average=0.005 s; distance=95 kB, estimate=279 kB; lsn=0/A5D0A58, redo lsn=0/A5D09C8
2026-05-12 17:47:45 WAT LOG:  début du checkpoint : time
2026-05-12 17:47:47 WAT LOG:  checkpoint complete: wrote 16 buffers (0.1%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=1.743 s, sync=0.006 s, total=1.755 s; sync files=13, longest=0.001 s, average=0.001 s; distance=99 kB, estimate=261 kB; lsn=0/A5E9720, redo lsn=0/A5E96C8
